City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
273,corinto,37.9407,22.9573,24.94,52,0,2.24,GR,1687240047
274,hobyo,5.3505,48.5268,27.23,70,66,9.67,SO,1687239924
275,tefe,-3.3542,-64.7114,22.0,99,92,0.45,BR,1687240047
276,north bend,43.4065,-124.2243,11.95,82,0,3.09,US,1687240047
277,ishigaki,24.3448,124.1572,31.07,84,75,5.66,JP,1687240047
278,port blair,11.6667,92.75,31.02,70,40,6.17,IN,1687239924
279,nishinoomote,30.7333,131.0,26.31,83,75,6.17,JP,1687240047
280,ingeniero jacobacci,-41.3427,-69.5448,-1.01,97,97,2.96,AR,1687240048
281,nova sintra,14.8667,-24.7167,20.82,86,86,3.84,CV,1687240048
282,juruti,-2.1522,-56.0922,23.58,83,26,0.88,BR,1687240048
283,wamba,8.9333,8.6,23.51,91,100,0.96,NG,1687240048
284,carahue,-38.7,-73.1667,7.34,81,93,2.08,CL,1687240042
285,manokwari,-0.8667,134.0833,27.42,78,95,1.54,ID,1687239926
286,enewetak,11.3474,162.3373,27.93,79,76,7.03,MH,1687240048
287,neon karlovasion,37.7903,26.7044,24.39,70,0,4.45,GR,1687239926
288,rikaze,29.25,88.8833,19.76,37,53,3.0,CN,1687240049
289,dampit,-8.2116,112.7493,29.48,54,28,2.62,ID,1687240049
290,touros,-5.1989,-35.4608,24.34,89,96,5.47,BR,1687240049
291,markala,13.7021,-6.0659,30.73,45,19,3.78,ML,1687239927
292,berdigestyakh,62.0989,126.6992,20.08,61,100,2.56,RU,1687240049
293,veraval,20.9,70.3667,30.93,65,84,6.37,IN,1687240049
294,lucapa,-8.4192,20.7447,16.75,36,36,2.12,AO,1687239928
295,alaghsas,17.0187,8.0168,30.94,42,0,1.03,NE,1687240050
296,taltal,-25.4,-70.4833,17.5,61,25,1.69,CL,1687240050
297,howrah,22.5892,88.3103,35.0,63,40,6.17,IN,1687240022
298,estevan,49.1334,-102.9842,17.11,94,100,2.06,CA,1687239928
299,kota belud,6.351,116.4305,29.32,68,100,1.06,MY,1687239928
300,lardjem,35.748,1.5481,29.8,27,4,1.67,DZ,1687240071
301,guymon,36.6828,-101.4816,22.0,78,0,3.6,US,1687240071
302,howard springs,-12.497,131.047,31.95,33,36,1.5,AU,1687240071
303,minas de marcona,-15.2119,-75.1103,12.67,88,60,4.51,PE,1687239929
304,anadyr,64.75,177.4833,23.28,33,0,2.0,RU,1687240072
305,songea,-10.6833,35.65,13.64,88,20,1.03,TZ,1687239929
306,onega,63.9061,38.1404,8.94,47,2,4.11,RU,1687240072
307,nagqu,31.5,92.0,14.82,24,56,5.69,CN,1687240072
308,east london,-33.0153,27.9116,12.52,47,0,7.2,ZA,1687240072
309,andergrove,-21.0833,149.1833,25.36,76,1,4.56,AU,1687240072
310,colares,38.7992,-9.4469,17.96,93,31,7.15,PT,1687240073
311,pocahontas,36.2615,-90.9712,23.93,85,0,1.54,US,1687239930
312,yamada,39.4667,141.95,20.62,66,48,2.54,JP,1687239930
313,quellon,-43.1167,-73.6167,-1.86,100,0,0.0,CL,1687239931
314,karungdong,5.8844,121.263,25.93,87,100,4.72,PH,1687239931
315,perry,37.2506,-83.1999,21.1,96,50,1.44,US,1687239931
316,vila franca do campo,37.7167,-25.4333,18.23,83,78,1.65,PT,1687240073
317,lerwick,60.1545,-1.1494,13.0,93,29,4.95,GB,1687240073
318,lazaro cardenas,17.9583,-102.2,27.82,78,1,1.31,MX,1687240074
319,santa cruz,-17.8,-63.1667,16.7,88,1,4.12,BO,1687240074
320,kupang,-10.1667,123.5833,32.32,48,20,6.69,ID,1687240074
321,illizi,26.4833,8.4667,28.89,15,1,7.4,DZ,1687240074
322,thoen,17.6129,99.2161,32.86,51,92,1.79,TH,1687240074
323,baiti,13.745,-14.7482,27.87,77,76,1.32,SN,1687240074
324,kapuskasing,49.4169,-82.4331,20.05,68,0,1.54,CA,1687240074
325,cockburn town,21.4612,-71.1419,28.27,77,85,9.18,TC,1687240075
326,xiantao,30.3833,113.4,31.85,56,26,1.95,CN,1687240075
327,nampula,-15.1165,39.2666,20.97,88,40,0.0,MZ,1687240075
328,as sulayyil,20.4607,45.5779,33.14,11,66,3.12,SA,1687240075
329,jalai nur,49.45,117.7,28.54,15,1,8.68,CN,1687240075
330,ta`u,-14.2336,-169.5144,27.07,77,11,2.91,AS,1687240075
331,kanker,20.2719,81.4931,39.82,26,64,3.4,IN,1687240075
332,riohacha,11.5444,-72.9072,27.11,77,99,3.2,CO,1687240076
333,nueva gerona,21.8833,-82.8,28.32,67,0,2.77,CU,1687239933
334,freetown,8.484,-13.2299,25.58,85,42,2.67,SL,1687240076
335,ubinskoye,55.3068,79.6802,17.2,45,33,10.99,RU,1687240076
336,duong dong,10.2167,103.9667,32.0,74,20,4.63,VN,1687239934
337,vershino-darasunskiy,52.35,115.5167,24.33,17,0,5.89,RU,1687240076
338,greymouth,-42.4667,171.2,11.42,83,41,1.93,NZ,1687240076
339,argo,37.6333,22.7333,24.88,50,0,1.5,GR,1687240077
340,kharp,66.8014,65.8081,6.98,68,86,3.0,RU,1687240077
341,boyolangu,-8.1181,111.8935,29.52,63,24,2.58,ID,1687240077
342,susuman,62.7833,148.1667,24.7,20,36,1.4,RU,1687240077
343,paramirim,-13.4425,-42.2389,18.19,85,38,3.54,BR,1687240077
344,haiku-pauwela,20.9219,-156.3051,25.01,70,40,6.69,US,1687239935
345,salalah,17.0151,54.0924,29.05,94,100,2.06,OM,1687240077
346,horta,38.5333,-28.6333,17.79,95,96,1.34,PT,1687239935
347,kavieng,-2.5744,150.7967,28.48,76,70,5.11,PG,1687240078
348,fale old settlement,-9.3852,-171.2468,28.35,68,28,4.42,TK,1687240078
349,marka,1.7159,44.7717,27.62,71,78,7.67,SO,1687240078
350,worland,44.0169,-107.9554,19.82,65,0,3.6,US,1687240078
351,yaita,36.8,139.9333,26.99,52,82,3.71,JP,1687239936
352,monteagudo,-19.8167,-63.9833,11.79,74,1,1.95,BO,1687240078
353,buka,40.8108,69.1986,33.59,24,50,1.6,UZ,1687240078
354,childress,34.4264,-100.204,28.29,78,0,3.6,US,1687239873
355,vadso,70.0744,29.7487,11.49,71,20,5.66,NO,1687240079
356,selfoss,63.9331,-20.9971,9.47,87,66,2.08,IS,1687240079
357,inari,68.906,27.0288,14.11,52,70,2.98,FI,1687240079
358,bucerias,20.75,-105.3333,25.38,72,46,1.42,MX,1687240079
359,gadzhiyevo,69.2551,33.3362,8.68,56,1,2.87,RU,1687240079
360,playa del ingles,27.7567,-15.5787,21.33,87,79,0.74,ES,1687239938
361,joanopolis,-22.9303,-46.2756,8.87,93,38,1.48,BR,1687240079
362,azhikkal,11.9,75.3667,30.42,68,90,4.42,IN,1687240080
363,chimoio,-19.1164,33.4833,12.92,87,0,2.0,MZ,1687240080
364,harstad,68.799,16.5293,19.58,66,100,2.68,NO,1687240080
365,rakops,-21.0167,24.3333,12.67,24,0,2.81,BW,1687240080
366,noumea,-22.2763,166.4572,24.99,99,57,0.98,NC,1687239662
367,khamis mushait,18.3064,42.7292,25.58,27,0,0.0,SA,1687239939
368,bismarck,46.8083,-100.7837,22.48,88,0,4.63,US,1687239976
369,hammerfest,70.6634,23.6821,16.25,63,0,3.6,NO,1687240081
370,lorengau,-2.0226,147.2712,28.41,79,42,5.35,PG,1687239939
371,saint-denis,48.9167,2.3333,20.09,90,0,4.12,FR,1687240081
372,tari,12.4086,4.4914,21.2,90,100,16.24,NG,1687239939
373,okha,53.5739,142.9478,11.48,75,20,4.64,RU,1687240081
374,grande prairie,55.1667,-118.8027,13.1,47,100,5.14,CA,1687240081
375,awjilah,29.1081,21.2869,24.47,41,0,3.07,LY,1687240081
376,leh,34.1667,77.5833,16.49,27,1,1.65,IN,1687240081
377,meadow lake,34.8014,-106.5436,27.71,19,39,2.64,US,1687239940
378,hinton,53.4001,-117.5857,3.63,100,100,2.18,CA,1687240082
379,prado,-17.3411,-39.2208,20.03,81,0,4.0,BR,1687240082
380,juegang,32.3174,121.1855,27.76,70,95,3.64,CN,1687239940
381,gamay,12.3854,125.2979,30.54,67,100,3.38,PH,1687240082
382,port augusta,-32.5,137.7667,17.43,45,77,4.88,AU,1687240082
383,xiuyan,40.2928,123.2744,18.56,96,100,3.58,CN,1687239941
384,nichinan,31.6,131.3667,26.82,71,95,3.55,JP,1687240082
385,bartlesville,36.7473,-95.9808,23.95,73,0,0.89,US,1687240083
386,dakhla,23.6848,-15.958,20.21,91,0,5.36,EH,1687240083
387,portland,45.5234,-122.6762,11.49,91,72,1.34,US,1687239661
388,mitu,1.1983,-70.1733,21.65,97,86,0.97,CO,1687240083
389,deqen,29.9618,90.7188,15.17,56,98,2.16,CN,1687240083
390,whistler,50.1164,-122.9695,7.53,99,100,0.81,CA,1687239942
391,east end,34.5507,-92.341,25.38,94,0,1.39,US,1687240084
392,korets,50.6165,27.1605,18.73,82,81,1.91,UA,1687240084
393,santa ana de yacuma,-13.75,-65.4333,19.29,80,0,1.03,BO,1687240084
394,ilebo,-4.3167,20.5833,22.92,75,77,0.61,CD,1687239943
395,kirakira,-10.4544,161.9205,27.24,86,100,3.62,SB,1687240084
396,inirida,3.8653,-67.9239,22.21,98,77,0.34,CO,1687240084
397,leskova dolina,45.6225,14.4613,18.98,70,11,1.58,SI,1687239943
398,honefoss,60.168,10.2565,18.12,90,97,0.23,NO,1687240084
399,parit raja,1.8681,103.1124,30.17,72,54,2.32,MY,1687240085
400,general mosconi,-23.1851,-62.303,17.5,67,55,2.08,AR,1687240085
401,bayramaly,37.6185,62.1671,32.86,21,0,3.91,TM,1687240085
402,sulphur,30.2366,-93.3774,28.99,94,40,3.09,US,1687239944
403,al ain city,24.1917,55.7606,35.79,44,0,2.06,AE,1687239944
404,merida,20.9667,-89.6167,30.01,62,0,6.69,MX,1687239944
405,san antonio de pale,-1.4014,5.6325,24.4,74,100,6.13,GQ,1687239944
406,katsuura,35.1333,140.3,22.01,68,97,4.85,JP,1687240023
407,rajapur,25.3833,81.15,40.64,28,10,5.55,IN,1687240086
408,aksu,41.1231,80.2644,32.17,17,92,5.06,CN,1687240086
409,qarqaraly,49.4058,75.4742,18.45,34,17,9.13,KZ,1687239945
410,tsiombe,-25.3,45.4833,22.39,50,0,3.44,MG,1687240086
411,loen,7.7601,168.2307,27.95,76,100,5.37,MH,1687240086
412,qashyr,53.0675,76.1036,13.69,51,98,11.55,KZ,1687240086
413,dakoutun,39.5833,117.2289,34.31,25,24,2.98,CN,1687239945
414,acarau,-2.8856,-40.12,24.27,89,35,4.37,BR,1687240087
415,mandal,25.45,74.5667,33.15,53,60,6.61,IN,1687240087
416,isabela,6.7085,121.9711,28.03,87,97,5.52,PH,1687239946
417,yelovo,57.0538,54.9207,11.45,54,81,5.86,RU,1687239946
418,kargasok,59.0556,80.8572,22.01,62,99,7.36,RU,1687240087
419,al hudaydah,14.7978,42.9545,33.05,60,77,3.77,YE,1687239946
420,jaguaruna,-28.615,-49.0256,11.4,91,100,2.65,BR,1687240088
421,swakopmund,-22.6833,14.5333,4.47,72,0,1.56,NA,1687239947
422,rongelap,11.1635,166.8941,27.87,81,99,7.25,MH,1687240088
423,christchurch,-43.5333,172.6333,11.64,91,20,5.14,NZ,1687239992
424,grand baie,-20.0182,57.5802,24.14,67,57,2.24,MU,1687239947
425,shimoda,34.6667,138.95,24.2,72,92,4.9,JP,1687239947
426,cudillero,43.5622,-6.1459,17.59,93,75,1.54,ES,1687240090
427,oxapampa,-10.5775,-75.4017,12.07,95,41,1.72,PE,1687240090
428,janeng,-25.4167,25.55,4.8,52,0,6.06,BW,1687240090
429,siwa oasis,29.2041,25.5195,25.2,48,0,3.4,EG,1687240090
430,kapa'a,22.0752,-159.319,26.99,84,20,4.63,US,1687240091
431,eforie sud,44.0229,28.6494,19.45,69,56,6.28,RO,1687240091
432,zaozersk,69.4005,32.4476,9.03,61,3,3.92,RU,1687240091
433,nuku'alofa,-21.1333,-175.2,22.19,68,20,3.6,TO,1687240091
434,amga,60.8953,131.9608,18.58,71,100,3.61,RU,1687240091
435,novodvinsk,64.4165,40.8122,6.97,57,37,3.86,RU,1687240091
436,new norfolk,-42.7826,147.0587,10.4,58,72,0.89,AU,1687240091
437,asbe teferi,9.0833,40.8667,22.14,61,77,1.01,ET,1687240092
438,wanning,18.8003,110.3967,32.16,65,2,6.27,CN,1687239951
439,itoman,26.1247,127.6694,29.21,94,75,5.14,JP,1687240092
440,coquimbo,-29.9533,-71.3436,11.85,82,0,2.06,CL,1687239797
441,bodo,67.28,14.405,19.87,62,75,6.69,NO,1687240092
442,cam ranh,11.9214,109.1591,33.98,49,20,4.12,VN,1687240093
443,rio grande,-32.035,-52.0986,13.57,91,100,0.52,BR,1687240093
444,laojunmiao,39.8333,97.7333,29.55,10,48,6.85,CN,1687240093
445,campbellton,48.0075,-66.6727,10.25,98,81,0.62,CA,1687240093
446,el nido,11.1858,119.3956,29.18,72,87,1.9,PH,1687240093
447,barra de santo antonio,-9.4047,-35.5072,23.6,84,64,2.33,BR,1687240093
448,livingston,55.9029,-3.5226,16.38,86,20,1.54,GB,1687239953
449,santarem,-2.4431,-54.7083,23.07,100,20,1.54,BR,1687239953
450,fort bragg,35.139,-79.006,22.33,94,75,1.54,US,1687240094
451,lashio,22.9333,97.75,26.85,79,67,2.02,MM,1687239953
452,guixi,28.2886,117.2133,25.15,98,100,2.0,CN,1687239953
453,kudahuvadhoo,2.6708,72.8944,28.51,75,50,6.29,MV,1687239953
454,spassk-ryazanskiy,54.4072,40.3806,17.34,57,28,3.04,RU,1687239954
455,tangzhai,34.4328,116.5911,33.44,40,2,2.59,CN,1687240094
456,magadan,59.5667,150.8,22.52,77,58,4.54,RU,1687240094
457,puerto san jose,13.9256,-90.8244,26.08,85,95,2.94,GT,1687239954
458,kota kinabalu,5.9749,116.0724,32.99,58,20,2.06,MY,1687240095
459,pahrump,36.2083,-115.9839,24.06,15,40,5.36,US,1687240075
460,haffouz,35.6324,9.6762,20.57,36,9,1.96,TN,1687240095
461,taroa,8.7058,171.2275,27.54,81,90,8.01,MH,1687240095
462,saint-felicien,48.6501,-72.4491,11.38,100,75,0.0,CA,1687239955
463,twon-brass,4.3151,6.2418,26.29,84,100,4.41,NG,1687239955
464,markaz-e hukumat-e darweshan,31.1323,64.1934,43.16,5,0,4.95,AF,1687240096
465,montepuez,-13.1256,38.9997,20.36,82,41,1.4,MZ,1687240097
466,demirci,39.0461,28.6589,18.74,61,2,1.59,TR,1687240097
467,oriximina,-1.7656,-55.8661,24.42,83,58,0.31,BR,1687239956
468,al bardiyah,31.7561,25.0865,22.82,71,0,4.27,LY,1687240097
469,forestdale,33.5701,-86.8964,23.19,84,40,0.0,US,1687240097
470,hovd,48.0056,91.6419,27.82,18,76,0.87,MN,1687240098
471,den burg,53.0542,4.7972,19.98,73,20,4.12,NL,1687240098
472,loushanguan,28.1375,106.82,29.04,54,51,1.16,CN,1687240098
473,luganville,-15.5333,167.1667,24.97,77,70,4.1,VU,1687240098
474,srikakulam,18.3,83.9,35.01,56,63,5.74,IN,1687240098
475,kuraymah,18.55,31.85,35.86,29,95,3.42,SD,1687239957
476,viedma,-40.8135,-62.9967,5.71,75,100,3.24,AR,1687239957
477,vernon,50.2581,-119.2691,11.34,76,100,0.0,CA,1687239821
478,neiafu,-18.65,-173.9833,24.38,64,20,2.06,TO,1687239957
479,papao,-17.75,-149.55,26.82,82,16,3.25,PF,1687240099
480,shache,38.4167,77.2406,33.06,16,1,3.46,CN,1687240099
481,bilmak,47.3624,36.6511,21.54,53,27,3.28,UA,1687239958
482,shendi,16.6915,33.4341,30.08,49,94,10.03,SD,1687240099
483,castillos,-34.1667,-53.8333,11.1,93,100,2.3,UY,1687240099
484,tobruk,32.0836,23.9764,22.36,77,0,4.31,LY,1687239958
485,gobabis,-22.45,18.9667,7.34,27,0,3.39,NA,1687240100
486,nizhniy odes,63.6445,54.856,6.28,71,100,4.72,RU,1687240100
487,quezon,7.7303,125.0989,27.88,86,83,1.48,PH,1687239959
488,choix,26.7092,-108.3219,27.38,57,27,2.03,MX,1687240100
489,san jose de jachal,-30.2406,-68.7469,5.53,82,94,0.98,AR,1687240100
490,dhidhdhoo,6.8833,73.1,28.87,77,89,8.0,MV,1687239959
491,shohimardon,39.9839,71.8028,23.43,40,47,3.03,UZ,1687240100
492,strezhevoy,60.7333,77.5889,18.48,46,98,9.83,RU,1687239985
493,mananjary,-21.2167,48.3333,23.0,58,94,1.81,MG,1687240101
494,xilin hot,43.9667,116.0333,25.48,23,43,8.95,CN,1687239959
495,antalaha,-14.9003,50.2788,24.86,57,74,4.94,MG,1687240101
496,alpena,45.0617,-83.4327,11.18,91,0,0.0,US,1687239960
497,ondjiva,-17.0667,15.7333,8.02,49,0,0.51,AO,1687239960
498,ardestan,33.3761,52.3694,33.53,9,0,1.17,IR,1687240101
499,inarajan village,13.2736,144.7484,31.54,83,34,5.97,GU,1687240101
500,ulladulla,-35.35,150.4667,13.48,46,1,3.97,AU,1687240101
501,el calafate,-50.3408,-72.2768,0.21,62,90,1.15,AR,1687240102
502,tazacorte,28.629,-17.9293,20.54,75,20,3.13,ES,1687240102
503,hasaki,35.7333,140.8333,24.22,67,92,3.94,JP,1687240102
504,tanda,26.55,82.65,40.85,29,10,2.96,IN,1687239961
505,adilcevaz,38.8039,42.7342,17.98,46,0,2.1,TR,1687240102
506,poronaysk,49.2167,143.1167,9.55,87,44,5.25,RU,1687239961
507,mafinga,-7.25,35.0667,20.91,58,20,2.3,TZ,1687240102
508,cambria,35.5641,-121.0808,16.34,70,0,3.61,US,1687239962
509,tres isletas,-26.3407,-60.4321,17.07,63,100,2.52,AR,1687240103
510,santuario,6.1383,-75.2642,14.0,100,20,1.54,CO,1687240103
511,sinabang,2.4803,96.3801,30.35,62,16,1.5,ID,1687240103
512,sungailiat,-1.85,106.1333,30.06,69,100,4.05,ID,1687240103
513,ola,59.5833,151.2833,22.86,81,31,4.34,RU,1687239962
514,loango,-4.6719,11.8312,21.81,94,75,1.03,CG,1687240103
515,ceeldheer,3.8488,47.1806,28.36,63,62,9.39,SO,1687239963
516,valparaiso,-33.0393,-71.6273,15.0,64,75,2.06,CL,1687239890
517,constantia,44.1833,28.65,19.38,68,65,5.94,RO,1687240104
518,chonchi,-42.6128,-73.8092,2.56,90,1,1.05,CL,1687240104
519,antofagasta,-23.65,-70.4,16.6,62,1,2.65,CL,1687240104
520,bereznik,62.8551,42.7072,10.4,50,51,4.04,RU,1687239963
521,keflavik,64.0049,-22.5624,8.95,93,75,4.63,IS,1687240104
522,ryazan',55.6744,36.6697,20.38,42,15,3.37,RU,1687240104
523,barbastro,42.0356,0.1269,20.1,54,100,1.59,ES,1687240104
524,legnago,45.1832,11.3091,23.86,85,64,0.5,IT,1687239964
525,at tall al kabir,30.5445,31.7853,23.06,63,10,2.82,EG,1687240105
526,hinesville,31.8469,-81.5959,24.98,94,75,3.6,US,1687239964
527,taro,-8.3862,115.28,25.0,54,30,1.73,ID,1687240105
528,cururupu,-1.8283,-44.8683,23.1,97,36,0.76,BR,1687240105
529,luwuk,-0.9516,122.7875,27.31,79,100,2.24,ID,1687239965
530,quang ngai,15.1167,108.8,35.35,49,13,4.67,VN,1687240105
531,cabedelo,-6.9811,-34.8339,24.37,85,63,4.25,BR,1687240106
532,kavaratti,10.5669,72.642,28.98,75,99,6.03,IN,1687240106
533,embi,48.8264,58.1442,16.21,36,2,6.93,KZ,1687240106
534,riviere-du-loup,47.8304,-69.5342,9.49,100,93,0.0,CA,1687239948
535,gagliano del capo,39.8442,18.3695,23.78,56,0,4.92,IT,1687240106
536,beruniy,41.6911,60.7525,26.98,28,0,2.06,UZ,1687240106
537,winnemucca,40.973,-117.7357,10.03,40,0,6.17,US,1687239966
538,flying fish cove,-10.4217,105.6791,26.82,89,75,4.12,CX,1687240107
539,illela,13.7292,5.2975,25.51,71,100,7.94,NG,1687240107
540,tyuratam,45.6507,63.3156,25.19,34,18,0.39,KZ,1687240107
541,upper hutt,-41.1383,175.0502,10.4,93,61,1.47,NZ,1687239966
542,duba,27.3513,35.6901,30.36,45,0,2.63,SA,1687240107
543,villa union,23.2,-106.2333,28.84,74,0,0.0,MX,1687239967
544,la foa,-21.7108,165.8276,22.12,68,60,1.43,NC,1687240107
545,dodge city,37.7528,-100.0171,23.47,70,0,7.2,US,1687240107
546,minot,48.2325,-101.2963,21.12,83,0,4.63,US,1687240074
547,mozarlandia,-14.7447,-50.5706,21.08,48,20,2.35,BR,1687239967
